return_id,order_id,customer_id,return_date,return_reason,return_amount,return_status
RET_1438,ORD_14004,CUST_03246,2023-09-02,Bad Quality,1014573,refund_in_process
RET_1439,ORD_14019,CUST_03249,2023-12-16,Wrong Item Delivered,22982,refunded
RET_1440,ORD_14021,CUST_03249,2023-11-17,No Longer Required,554493,refund_in_process
RET_1441,ORD_14034,CUST_03252,2026-01-10,Color Mismatch,20376,refund_in_process
RET_1442,ORD_14059,CUST_03257,2023-05-19,Bad Quality,165777,refunded
RET_1443,ORD_14062,CUST_03258,2023-12-30,Size Issues,418639,refunded
RET_1444,ORD_14065,CUST_03258,2025-10-30,Wrong Item Delivered,44508,refund_in_process
RET_1445,ORD_14079,CUST_03263,2025-03-03,Size Issues,52160,refund_in_process
RET_1446,ORD_14080,CUST_03263,2025-02-27,Damaged,1101236,refunded
RET_1447,ORD_14084,CUST_03264,2025-09-28,Bad Quality,580758,refunded
RET_1448,ORD_14098,CUST_03266,2025-06-04,Wrong Item Delivered,9792,refund_in_process
RET_1449,ORD_14102,CUST_03267,2025-12-09,No Longer Required,879985,refund_in_process
RET_1450,ORD_14107,CUST_03269,2025-10-16,Wrong Item Delivered,600725,refunded
RET_1451,ORD_14147,CUST_03276,2025-05-24,Bad Quality,348670,refund_in_process
RET_1452,ORD_14158,CUST_03278,2025-05-01,No Longer Required,1102892,refund_in_process
RET_1453,ORD_14160,CUST_03279,2026-01-06,Bad Quality,26683,refunded
RET_1454,ORD_14199,CUST_03289,2025-08-26,Color Mismatch,907968,refund_in_process
RET_1455,ORD_14205,CUST_03290,2023-12-31,Size Issues,1469186,refunded
RET_1456,ORD_14206,CUST_03291,2025-08-23,Size Issues,1204509,refund_in_process
RET_1457,ORD_14224,CUST_03296,2025-04-28,No Longer Required,129909,refunded
RET_1458,ORD_14230,CUST_03297,2025-12-07,Color Mismatch,29970,refunded
RET_1459,ORD_14254,CUST_03303,2025-09-04,Wrong Item Delivered,124939,refund_in_process
RET_1460,ORD_14268,CUST_03305,2025-04-18,Color Mismatch,425511,refund_in_process
RET_1461,ORD_14269,CUST_03306,2025-10-08,Damaged,23484,refunded
RET_1462,ORD_14279,CUST_03309,2024-10-19,Wrong Item Delivered,26366,refund_in_process
RET_1463,ORD_14284,CUST_03309,2025-01-10,Bad Quality,50272,refund_in_process
RET_1464,ORD_14286,CUST_03309,2025-10-16,Color Mismatch,260307,refunded
RET_1465,ORD_14287,CUST_03309,2025-07-08,No Longer Required,61015,refunded
RET_1466,ORD_14292,CUST_03311,2025-12-12,Size Issues,755727,refunded
RET_1467,ORD_14297,CUST_03312,2025-07-26,Wrong Item Delivered,35466,refunded
RET_1468,ORD_14324,CUST_03316,2025-11-10,No Longer Required,2379105,refunded
RET_1469,ORD_14326,CUST_03317,2023-12-11,Bad Quality,32949,refunded
RET_1470,ORD_14350,CUST_03323,2025-05-20,Color Mismatch,25530,refunded
RET_1471,ORD_14366,CUST_03326,2025-04-02,Damaged,10866,refund_in_process
RET_1472,ORD_14374,CUST_03328,2024-10-09,Bad Quality,4476,refunded
RET_1473,ORD_14382,CUST_03330,2025-06-28,Bad Quality,8385,refunded
RET_1474,ORD_14387,CUST_03332,2024-09-17,Size Issues,150053,refund_in_process
RET_1475,ORD_14397,CUST_03334,2025-12-07,Color Mismatch,313664,refunded
RET_1476,ORD_14400,CUST_03335,2025-11-17,Color Mismatch,29006,refund_in_process
RET_1477,ORD_14401,CUST_03335,2025-11-24,Damaged,41985,refunded
RET_1478,ORD_14402,CUST_03335,2025-07-02,Damaged,875832,refund_in_process
RET_1479,ORD_14419,CUST_03341,2025-10-17,Damaged,376173,refund_in_process
RET_1480,ORD_14429,CUST_03344,2025-12-14,Wrong Item Delivered,175722,refund_in_process
RET_1481,ORD_14432,CUST_03345,2025-11-25,Size Issues,294345,refund_in_process
RET_1482,ORD_14450,CUST_03348,2024-04-02,Damaged,3360,refunded
RET_1483,ORD_14467,CUST_03351,2025-12-14,Wrong Item Delivered,11436,refunded
RET_1484,ORD_14530,CUST_03365,2025-05-19,Wrong Item Delivered,859957,refunded
RET_1485,ORD_14532,CUST_03365,2025-10-29,Color Mismatch,216986,refunded
RET_1486,ORD_14536,CUST_03365,2025-04-13,Color Mismatch,241432,refund_in_process
RET_1487,ORD_14542,CUST_03367,2026-01-04,No Longer Required,235386,refunded
RET_1488,ORD_14553,CUST_03369,2025-09-20,Wrong Item Delivered,596405,refund_in_process
RET_1489,ORD_14583,CUST_03375,2024-08-08,No Longer Required,2472,refund_in_process
RET_1490,ORD_14603,CUST_03378,2025-10-12,Size Issues,347046,refunded
RET_1491,ORD_14611,CUST_03379,2024-03-05,Size Issues,1004379,refund_in_process
RET_1492,ORD_14621,CUST_03381,2024-01-25,Wrong Item Delivered,1100043,refunded
RET_1493,ORD_14624,CUST_03382,2025-11-11,Color Mismatch,366222,refund_in_process
RET_1494,ORD_14625,CUST_03382,2025-07-09,Color Mismatch,28224,refunded
RET_1495,ORD_14629,CUST_03383,2024-04-09,Size Issues,408725,refunded
RET_1496,ORD_14630,CUST_03383,2025-04-20,Color Mismatch,445465,refund_in_process
RET_1497,ORD_14646,CUST_03386,2024-09-17,Bad Quality,77113,refund_in_process
RET_1498,ORD_14666,CUST_03392,2025-12-07,No Longer Required,506410,refund_in_process
RET_1499,ORD_14678,CUST_03398,2025-12-14,Wrong Item Delivered,25556,refunded
RET_1500,ORD_14693,CUST_03402,2024-10-08,Bad Quality,164874,refunded
RET_1501,ORD_14695,CUST_03402,2023-09-23,Color Mismatch,327732,refund_in_process
RET_1502,ORD_14724,CUST_03409,2025-12-30,Color Mismatch,243006,refund_in_process
RET_1503,ORD_14728,CUST_03410,2025-01-25,Size Issues,949577,refunded
RET_1504,ORD_14743,CUST_03414,2024-08-31,Bad Quality,17420,refunded
RET_1505,ORD_14746,CUST_03415,2023-07-15,Wrong Item Delivered,204483,refund_in_process
RET_1506,ORD_14752,CUST_03416,2025-08-18,Damaged,9213,refunded
RET_1507,ORD_14769,CUST_03419,2025-12-03,Wrong Item Delivered,10581,refund_in_process
RET_1508,ORD_14774,CUST_03420,2025-11-29,No Longer Required,115834,refund_in_process
RET_1509,ORD_14785,CUST_03421,2024-06-24,Bad Quality,26867,refunded
RET_1510,ORD_14802,CUST_03425,2025-12-27,Damaged,38120,refund_in_process
RET_1511,ORD_14803,CUST_03425,2026-01-03,No Longer Required,200162,refund_in_process
RET_1512,ORD_14810,CUST_03426,2025-01-08,Bad Quality,58301,refund_in_process
RET_1513,ORD_14831,CUST_03430,2025-06-29,Wrong Item Delivered,415080,refund_in_process
RET_1514,ORD_14834,CUST_03432,2025-01-27,Size Issues,754584,refund_in_process
RET_1515,ORD_14840,CUST_03432,2024-05-05,Wrong Item Delivered,745378,refund_in_process
RET_1516,ORD_14849,CUST_03434,2024-11-11,Size Issues,146922,refund_in_process
RET_1517,ORD_14855,CUST_03435,2023-06-30,Wrong Item Delivered,283576,refunded
RET_1518,ORD_14857,CUST_03436,2025-09-14,Damaged,13454,refunded
RET_1519,ORD_14877,CUST_03439,2025-09-08,Color Mismatch,92536,refunded
RET_1520,ORD_14893,CUST_03443,2024-04-25,Damaged,1302340,refunded
RET_1521,ORD_14894,CUST_03443,2024-09-04,Size Issues,510408,refund_in_process
RET_1522,ORD_14919,CUST_03448,2025-07-17,No Longer Required,33549,refund_in_process
RET_1523,ORD_14923,CUST_03449,2025-08-03,Damaged,65059,refund_in_process
RET_1524,ORD_14929,CUST_03450,2024-04-21,Color Mismatch,24483,refund_in_process
RET_1525,ORD_14934,CUST_03452,2024-06-04,Color Mismatch,499157,refunded
RET_1526,ORD_14938,CUST_03454,2025-04-25,No Longer Required,27450,refund_in_process
RET_1527,ORD_14943,CUST_03454,2025-09-24,No Longer Required,149065,refunded
RET_1528,ORD_14949,CUST_03455,2025-02-08,Damaged,1127198,refunded
RET_1529,ORD_14974,CUST_03461,2025-01-16,Wrong Item Delivered,704475,refund_in_process
RET_1530,ORD_14989,CUST_03463,2025-12-18,Damaged,65322,refunded
RET_1531,ORD_14991,CUST_03463,2025-06-07,No Longer Required,363156,refund_in_process
RET_1532,ORD_15008,CUST_03466,2024-11-27,Size Issues,41413,refunded
RET_1533,ORD_15019,CUST_03468,2023-12-31,Damaged,446724,refunded
RET_1534,ORD_15025,CUST_03471,2024-11-05,Color Mismatch,648849,refund_in_process
RET_1535,ORD_15059,CUST_03484,2024-12-14,Bad Quality,49195,refund_in_process
RET_1536,ORD_15067,CUST_03485,2025-07-25,Damaged,19060,refunded
RET_1537,ORD_15072,CUST_03486,2025-10-13,No Longer Required,611127,refunded
RET_1538,ORD_15078,CUST_03487,2025-01-16,Bad Quality,9048,refunded
RET_1539,ORD_15083,CUST_03490,2025-03-09,Damaged,143301,refunded
RET_1540,ORD_15087,CUST_03490,2025-09-03,No Longer Required,3790,refund_in_process
RET_1541,ORD_15119,CUST_03496,2025-09-28,Damaged,87212,refunded
RET_1542,ORD_15121,CUST_03498,2025-10-31,No Longer Required,746371,refund_in_process
RET_1543,ORD_15122,CUST_03498,2026-01-06,No Longer Required,5745,refund_in_process
RET_1544,ORD_15139,CUST_03502,2025-10-10,Size Issues,149698,refund_in_process
RET_1545,ORD_15142,CUST_03503,2025-01-09,Damaged,32462,refund_in_process
RET_1546,ORD_15150,CUST_03505,2025-06-07,Damaged,1145971,refunded
RET_1547,ORD_15151,CUST_03506,2025-11-14,Wrong Item Delivered,82538,refunded
RET_1548,ORD_15161,CUST_03507,2024-12-03,Size Issues,4261,refund_in_process
RET_1549,ORD_15177,CUST_03513,2025-07-13,Bad Quality,8644,refund_in_process
RET_1550,ORD_15193,CUST_03515,2024-04-16,No Longer Required,58901,refund_in_process
RET_1551,ORD_15206,CUST_03517,2025-09-19,Color Mismatch,850184,refunded
RET_1552,ORD_15208,CUST_03518,2025-10-29,Wrong Item Delivered,847604,refund_in_process
RET_1553,ORD_15211,CUST_03519,2025-12-22,Size Issues,12826,refund_in_process
RET_1554,ORD_15224,CUST_03521,2025-12-06,Color Mismatch,1149,refund_in_process
RET_1555,ORD_15238,CUST_03523,2025-04-25,Color Mismatch,9622,refund_in_process
RET_1556,ORD_15247,CUST_03525,2024-11-15,Size Issues,839086,refund_in_process
RET_1557,ORD_15253,CUST_03526,2025-09-25,Size Issues,10960,refund_in_process
RET_1558,ORD_15258,CUST_03527,2025-11-18,Color Mismatch,11012,refund_in_process
RET_1559,ORD_15265,CUST_03527,2025-05-11,Bad Quality,36636,refund_in_process
RET_1560,ORD_15270,CUST_03529,2025-06-06,Bad Quality,42484,refund_in_process
RET_1561,ORD_15291,CUST_03533,2025-10-13,Wrong Item Delivered,1276971,refund_in_process
RET_1562,ORD_15296,CUST_03534,2025-03-27,Size Issues,935634,refund_in_process
RET_1563,ORD_15312,CUST_03536,2026-01-02,Wrong Item Delivered,79197,refunded
RET_1564,ORD_15316,CUST_03537,2023-06-15,Color Mismatch,10866,refunded
RET_1565,ORD_15326,CUST_03538,2025-10-27,Bad Quality,664486,refunded
RET_1566,ORD_15330,CUST_03539,2025-11-05,Size Issues,153883,refund_in_process
RET_1567,ORD_15338,CUST_03540,2026-01-10,Size Issues,476840,refunded
RET_1568,ORD_15371,CUST_03546,2025-12-15,Damaged,431192,refund_in_process
RET_1569,ORD_15373,CUST_03546,2025-10-01,Wrong Item Delivered,251274,refunded
RET_1570,ORD_15379,CUST_03547,2025-02-03,Damaged,101393,refunded
RET_1571,ORD_15380,CUST_03550,2025-11-21,Bad Quality,9702,refund_in_process
RET_1572,ORD_15395,CUST_03554,2025-10-08,Color Mismatch,507104,refund_in_process
RET_1573,ORD_15407,CUST_03556,2025-10-10,Size Issues,262295,refund_in_process
RET_1574,ORD_15408,CUST_03557,2025-12-08,Wrong Item Delivered,50920,refund_in_process
RET_1575,ORD_15419,CUST_03559,2025-10-16,No Longer Required,436084,refund_in_process
RET_1576,ORD_15428,CUST_03561,2025-11-19,Wrong Item Delivered,54570,refund_in_process
RET_1577,ORD_15438,CUST_03562,2023-12-28,Bad Quality,654597,refunded
RET_1578,ORD_15456,CUST_03566,2024-12-16,Color Mismatch,1161020,refund_in_process
RET_1579,ORD_15483,CUST_03572,2025-09-29,No Longer Required,1176624,refunded
RET_1580,ORD_15494,CUST_03575,2025-03-20,Color Mismatch,4261,refund_in_process
RET_1581,ORD_15504,CUST_03577,2025-09-17,Damaged,764112,refund_in_process
RET_1582,ORD_15525,CUST_03581,2024-11-18,Bad Quality,19348,refunded
RET_1583,ORD_15530,CUST_03582,2025-08-08,Size Issues,835705,refunded
RET_1584,ORD_15535,CUST_03583,2025-08-01,Wrong Item Delivered,77175,refunded
RET_1585,ORD_15536,CUST_03583,2024-07-29,Size Issues,29762,refund_in_process
RET_1586,ORD_15563,CUST_03594,2025-09-25,Wrong Item Delivered,71176,refunded
RET_1587,ORD_15565,CUST_03594,2025-01-25,Wrong Item Delivered,704414,refunded
RET_1588,ORD_15591,CUST_03598,2024-07-30,No Longer Required,700247,refund_in_process
RET_1589,ORD_15605,CUST_03605,2024-05-17,Bad Quality,167385,refund_in_process
RET_1590,ORD_15606,CUST_03605,2023-12-26,Damaged,999315,refunded
RET_1591,ORD_15631,CUST_03609,2023-12-05,Damaged,1098515,refunded
RET_1592,ORD_15661,CUST_03617,2025-07-04,Damaged,237664,refund_in_process
RET_1593,ORD_15674,CUST_03619,2025-02-13,Size Issues,8582,refunded
RET_1594,ORD_15679,CUST_03621,2025-02-20,Wrong Item Delivered,10302,refunded
RET_1595,ORD_15696,CUST_03624,2025-12-18,Color Mismatch,760869,refunded
RET_1596,ORD_15697,CUST_03624,2025-11-15,Size Issues,1016236,refunded
RET_1597,ORD_15698,CUST_03624,2025-11-22,Size Issues,1448910,refunded
RET_1598,ORD_15706,CUST_03626,2023-12-28,No Longer Required,72101,refunded
RET_1599,ORD_15718,CUST_03628,2025-06-01,No Longer Required,86011,refund_in_process
RET_1600,ORD_15750,CUST_03638,2025-09-25,Bad Quality,905874,refund_in_process
RET_1601,ORD_15757,CUST_03638,2025-11-16,Color Mismatch,85063,refund_in_process
RET_1602,ORD_15765,CUST_03642,2025-08-28,Size Issues,45309,refunded
RET_1603,ORD_15780,CUST_03644,2024-06-30,Damaged,590257,refund_in_process
RET_1604,ORD_15838,CUST_03660,2025-09-05,Wrong Item Delivered,377789,refunded
RET_1605,ORD_15847,CUST_03664,2025-08-26,Color Mismatch,517913,refund_in_process
RET_1606,ORD_15859,CUST_03666,2025-01-15,Size Issues,762412,refund_in_process
RET_1607,ORD_15866,CUST_03667,2025-07-25,Wrong Item Delivered,281805,refunded
RET_1608,ORD_15871,CUST_03668,2024-12-24,Color Mismatch,235170,refunded
RET_1609,ORD_15877,CUST_03669,2024-06-16,Size Issues,471623,refunded
RET_1610,ORD_15889,CUST_03672,2025-06-18,No Longer Required,172564,refunded
RET_1611,ORD_15891,CUST_03673,2025-09-24,No Longer Required,805190,refunded
RET_1612,ORD_15905,CUST_03678,2025-01-17,Color Mismatch,50094,refund_in_process
RET_1613,ORD_15911,CUST_03679,2026-01-13,Color Mismatch,64870,refund_in_process
RET_1614,ORD_15921,CUST_03682,2025-12-17,Bad Quality,1560799,refund_in_process
RET_1615,ORD_15926,CUST_03683,2025-05-29,Wrong Item Delivered,16476,refunded
RET_1616,ORD_15929,CUST_03683,2025-07-10,Bad Quality,872026,refunded
RET_1617,ORD_15946,CUST_03688,2025-10-17,Color Mismatch,73264,refund_in_process
RET_1618,ORD_15964,CUST_03691,2026-01-09,No Longer Required,390191,refund_in_process
RET_1619,ORD_15976,CUST_03696,2024-05-25,Wrong Item Delivered,310074,refunded
RET_1620,ORD_15991,CUST_03702,2025-08-06,No Longer Required,115909,refunded
RET_1621,ORD_15999,CUST_03703,2026-01-04,Bad Quality,155901,refund_in_process
RET_1622,ORD_16016,CUST_03708,2024-03-17,Color Mismatch,180388,refund_in_process
RET_1623,ORD_16028,CUST_03710,2025-07-11,Wrong Item Delivered,86344,refund_in_process
RET_1624,ORD_16029,CUST_03711,2025-07-07,No Longer Required,232391,refunded
RET_1625,ORD_16030,CUST_03711,2025-08-06,Size Issues,674025,refund_in_process
RET_1626,ORD_16043,CUST_03714,2025-08-30,Wrong Item Delivered,8952,refund_in_process
RET_1627,ORD_16046,CUST_03714,2025-02-13,No Longer Required,367585,refunded
RET_1628,ORD_16052,CUST_03715,2025-02-25,No Longer Required,225112,refunded
RET_1629,ORD_16057,CUST_03717,2024-01-24,Size Issues,231364,refund_in_process
RET_1630,ORD_16080,CUST_03722,2025-04-18,Color Mismatch,48338,refunded
RET_1631,ORD_16081,CUST_03723,2024-04-15,Wrong Item Delivered,112811,refund_in_process
RET_1632,ORD_16083,CUST_03723,2024-04-16,Damaged,32210,refund_in_process
RET_1633,ORD_16086,CUST_03723,2024-07-13,Bad Quality,345711,refund_in_process
RET_1634,ORD_16094,CUST_03725,2025-12-31,Damaged,70293,refund_in_process
RET_1635,ORD_16096,CUST_03725,2025-12-21,Color Mismatch,119495,refund_in_process
RET_1636,ORD_16111,CUST_03728,2023-10-28,Color Mismatch,28226,refund_in_process
RET_1637,ORD_16113,CUST_03728,2023-03-29,Size Issues,71337,refund_in_process
RET_1638,ORD_16127,CUST_03731,2025-12-03,Bad Quality,998329,refund_in_process
RET_1639,ORD_16150,CUST_03736,2025-01-23,Damaged,338384,refund_in_process
RET_1640,ORD_16165,CUST_03739,2024-02-17,Damaged,139624,refunded
RET_1641,ORD_16186,CUST_03746,2025-10-02,Size Issues,16278,refund_in_process
RET_1642,ORD_16212,CUST_03752,2026-01-10,No Longer Required,535736,refund_in_process
RET_1643,ORD_16229,CUST_03758,2025-12-22,Size Issues,35311,refund_in_process
RET_1644,ORD_16242,CUST_03760,2025-10-10,Bad Quality,10080,refunded
RET_1645,ORD_16258,CUST_03763,2025-10-16,Wrong Item Delivered,48723,refunded
RET_1646,ORD_16260,CUST_03765,2025-11-25,Damaged,55146,refund_in_process
RET_1647,ORD_16265,CUST_03765,2025-12-05,Size Issues,582032,refund_in_process
RET_1648,ORD_16283,CUST_03770,2025-12-12,Size Issues,701413,refund_in_process
RET_1649,ORD_16287,CUST_03770,2025-12-06,Wrong Item Delivered,9322,refund_in_process
RET_1650,ORD_16300,CUST_03774,2025-08-22,Bad Quality,718566,refunded
RET_1651,ORD_16304,CUST_03774,2025-06-20,Wrong Item Delivered,893044,refunded
RET_1652,ORD_16309,CUST_03775,2025-08-30,Damaged,74763,refund_in_process
RET_1653,ORD_16314,CUST_03776,2023-06-28,Damaged,181509,refund_in_process
RET_1654,ORD_16323,CUST_03780,2024-06-16,Bad Quality,20383,refunded
RET_1655,ORD_16327,CUST_03780,2024-05-08,Color Mismatch,491779,refund_in_process
RET_1656,ORD_16329,CUST_03781,2025-11-05,Color Mismatch,42300,refunded
RET_1657,ORD_16341,CUST_03786,2025-05-06,No Longer Required,700433,refund_in_process
RET_1658,ORD_16350,CUST_03789,2025-03-09,Color Mismatch,761539,refund_in_process
RET_1659,ORD_16358,CUST_03790,2025-02-27,Bad Quality,455391,refunded
RET_1660,ORD_16374,CUST_03796,2025-09-24,Wrong Item Delivered,331159,refund_in_process
RET_1661,ORD_16379,CUST_03797,2025-09-03,No Longer Required,28663,refund_in_process
RET_1662,ORD_16380,CUST_03797,2025-08-24,No Longer Required,162264,refund_in_process
RET_1663,ORD_16393,CUST_03798,2025-10-02,No Longer Required,20672,refunded
RET_1664,ORD_16403,CUST_03799,2025-06-13,Wrong Item Delivered,11456,refunded
RET_1665,ORD_16431,CUST_03805,2025-02-24,Damaged,509734,refunded
RET_1666,ORD_16432,CUST_03805,2025-11-21,Size Issues,19583,refunded
RET_1667,ORD_16443,CUST_03808,2025-11-17,No Longer Required,217848,refund_in_process
RET_1668,ORD_16448,CUST_03810,2025-02-02,No Longer Required,82648,refunded
RET_1669,ORD_16454,CUST_03811,2024-05-03,Wrong Item Delivered,59931,refund_in_process
RET_1670,ORD_16457,CUST_03812,2025-10-21,Damaged,592077,refund_in_process
RET_1671,ORD_16481,CUST_03820,2025-08-20,Damaged,696040,refund_in_process
RET_1672,ORD_16499,CUST_03825,2025-08-17,Size Issues,55587,refunded
RET_1673,ORD_16518,CUST_03829,2023-10-26,Bad Quality,873798,refunded
RET_1674,ORD_16521,CUST_03829,2024-08-24,Bad Quality,1703010,refund_in_process
RET_1675,ORD_16535,CUST_03832,2024-12-02,Wrong Item Delivered,118081,refund_in_process
RET_1676,ORD_16537,CUST_03832,2024-10-27,Wrong Item Delivered,817540,refunded
RET_1677,ORD_16544,CUST_03834,2025-09-23,No Longer Required,249284,refunded
RET_1678,ORD_16564,CUST_03838,2024-08-15,Bad Quality,36600,refund_in_process
RET_1679,ORD_16599,CUST_03847,2025-09-02,Color Mismatch,446160,refund_in_process
RET_1680,ORD_16613,CUST_03852,2023-10-06,Bad Quality,2240,refunded
RET_1681,ORD_16619,CUST_03854,2024-11-08,Wrong Item Delivered,46317,refund_in_process
RET_1682,ORD_16622,CUST_03855,2025-03-22,Bad Quality,7524,refund_in_process
RET_1683,ORD_16624,CUST_03855,2024-09-16,No Longer Required,537233,refunded
RET_1684,ORD_16628,CUST_03855,2024-07-01,Damaged,614089,refund_in_process
RET_1685,ORD_16644,CUST_03859,2024-12-26,No Longer Required,181509,refund_in_process
RET_1686,ORD_16645,CUST_03859,2024-03-22,Wrong Item Delivered,1069982,refunded
RET_1687,ORD_16646,CUST_03859,2024-02-05,Damaged,44636,refund_in_process
RET_1688,ORD_16677,CUST_03862,2025-06-16,Bad Quality,673923,refunded
RET_1689,ORD_16680,CUST_03863,2025-08-14,Bad Quality,12936,refunded
RET_1690,ORD_16681,CUST_03863,2024-07-15,Color Mismatch,258287,refund_in_process
RET_1691,ORD_16685,CUST_03864,2025-01-15,Wrong Item Delivered,8388,refund_in_process
RET_1692,ORD_16686,CUST_03864,2025-09-17,Wrong Item Delivered,61143,refunded
RET_1693,ORD_16688,CUST_03864,2024-03-03,No Longer Required,705736,refund_in_process
RET_1694,ORD_16707,CUST_03870,2025-03-31,Bad Quality,1345543,refunded
RET_1695,ORD_16717,CUST_03875,2025-01-24,Damaged,12783,refunded
RET_1696,ORD_16727,CUST_03877,2025-12-16,Bad Quality,82430,refund_in_process
RET_1697,ORD_16739,CUST_03881,2025-08-10,Bad Quality,28224,refund_in_process
RET_1698,ORD_16764,CUST_03888,2025-08-16,Damaged,1014466,refund_in_process
RET_1699,ORD_16767,CUST_03888,2025-08-27,Size Issues,12912,refunded
RET_1700,ORD_16773,CUST_03890,2024-07-13,Wrong Item Delivered,24660,refund_in_process
RET_1701,ORD_16798,CUST_03894,2025-12-06,Color Mismatch,38475,refunded
RET_1702,ORD_16806,CUST_03896,2024-10-31,Bad Quality,194880,refunded
RET_1703,ORD_16814,CUST_03896,2025-07-21,Bad Quality,4623,refunded
RET_1704,ORD_16815,CUST_03897,2025-12-29,Color Mismatch,119205,refunded
RET_1705,ORD_16824,CUST_03902,2025-05-02,Damaged,567566,refund_in_process
RET_1706,ORD_16831,CUST_03903,2025-11-23,Bad Quality,7272,refund_in_process
RET_1707,ORD_16834,CUST_03905,2025-02-22,No Longer Required,26061,refunded
RET_1708,ORD_16852,CUST_03910,2025-05-30,Bad Quality,987917,refunded
RET_1709,ORD_16862,CUST_03913,2024-10-11,Bad Quality,953783,refund_in_process
RET_1710,ORD_16864,CUST_03913,2023-12-12,Color Mismatch,181509,refunded
RET_1711,ORD_16904,CUST_03921,2025-09-30,Damaged,3525,refunded
RET_1712,ORD_16910,CUST_03922,2025-11-14,Color Mismatch,1125430,refund_in_process
RET_1713,ORD_16930,CUST_03927,2023-08-15,Color Mismatch,488354,refund_in_process
RET_1714,ORD_16950,CUST_03932,2025-05-31,Bad Quality,225698,refunded
RET_1715,ORD_16967,CUST_03936,2025-10-24,Bad Quality,158196,refund_in_process
RET_1716,ORD_16975,CUST_03937,2025-08-16,Size Issues,231364,refunded
RET_1717,ORD_16987,CUST_03941,2025-02-16,Wrong Item Delivered,350032,refunded
RET_1718,ORD_17008,CUST_03946,2024-08-11,Wrong Item Delivered,330243,refund_in_process
RET_1719,ORD_17035,CUST_03953,2026-01-07,Wrong Item Delivered,973140,refunded
RET_1720,ORD_17036,CUST_03953,2025-12-04,Color Mismatch,31248,refund_in_process
RET_1721,ORD_17056,CUST_03957,2025-04-10,Wrong Item Delivered,19292,refunded
RET_1722,ORD_17084,CUST_03964,2025-11-23,Damaged,190169,refund_in_process
RET_1723,ORD_17098,CUST_03970,2024-12-19,Damaged,298196,refund_in_process
RET_1724,ORD_17105,CUST_03971,2026-01-08,No Longer Required,108530,refunded
RET_1725,ORD_17123,CUST_03976,2024-08-17,Color Mismatch,59341,refund_in_process
RET_1726,ORD_17133,CUST_03979,2024-03-14,Size Issues,6002,refunded
RET_1727,ORD_17140,CUST_03981,2023-10-31,Size Issues,8952,refund_in_process
RET_1728,ORD_17148,CUST_03983,2023-09-16,Color Mismatch,10802,refunded
RET_1729,ORD_17164,CUST_03986,2025-06-12,No Longer Required,1014001,refunded
RET_1730,ORD_17170,CUST_03987,2025-08-28,Color Mismatch,256538,refund_in_process
RET_1731,ORD_17190,CUST_03993,2026-01-10,Wrong Item Delivered,652869,refund_in_process
RET_1732,ORD_17193,CUST_03993,2025-12-26,Wrong Item Delivered,220500,refund_in_process
RET_1733,ORD_17207,CUST_03996,2025-09-08,Wrong Item Delivered,861715,refund_in_process
RET_1734,ORD_17208,CUST_03996,2025-05-28,Size Issues,42196,refunded
RET_1735,ORD_17217,CUST_03998,2025-11-30,Color Mismatch,350920,refund_in_process
RET_1736,ORD_17219,CUST_03999,2025-12-01,Bad Quality,61759,refunded
RET_1737,ORD_17230,CUST_04002,2025-03-16,Wrong Item Delivered,5643,refund_in_process
RET_1738,ORD_17234,CUST_04003,2025-10-21,Wrong Item Delivered,441438,refund_in_process
RET_1739,ORD_17243,CUST_04004,2025-04-10,Bad Quality,168666,refunded
RET_1740,ORD_17249,CUST_04005,2026-01-11,Bad Quality,3082,refunded
RET_1741,ORD_17281,CUST_04013,2024-03-20,Color Mismatch,12253,refunded
RET_1742,ORD_17298,CUST_04017,2024-04-12,Bad Quality,121006,refunded
RET_1743,ORD_17301,CUST_04018,2025-05-23,Wrong Item Delivered,142144,refund_in_process
RET_1744,ORD_17303,CUST_04020,2025-12-12,Size Issues,950764,refunded
RET_1745,ORD_17309,CUST_04021,2025-08-31,Size Issues,17711,refund_in_process
RET_1746,ORD_17312,CUST_04021,2023-09-09,No Longer Required,500272,refunded
RET_1747,ORD_17317,CUST_04022,2025-12-14,No Longer Required,11423,refund_in_process
RET_1748,ORD_17326,CUST_04024,2024-06-01,Wrong Item Delivered,43556,refund_in_process
RET_1749,ORD_17338,CUST_04028,2025-12-23,Color Mismatch,8250,refunded
RET_1750,ORD_17357,CUST_04030,2024-06-18,Wrong Item Delivered,343872,refund_in_process
RET_1751,ORD_17379,CUST_04033,2025-08-27,Bad Quality,27005,refunded
RET_1752,ORD_17386,CUST_04035,2025-08-09,Color Mismatch,864943,refunded
RET_1753,ORD_17388,CUST_04036,2025-09-14,Size Issues,970490,refund_in_process
RET_1754,ORD_17389,CUST_04036,2023-10-09,No Longer Required,14042,refunded
RET_1755,ORD_17400,CUST_04037,2024-04-11,No Longer Required,19866,refund_in_process
RET_1756,ORD_17418,CUST_04041,2025-12-26,Size Issues,11961,refunded
RET_1757,ORD_17434,CUST_04043,2025-11-29,Color Mismatch,549233,refunded
RET_1758,ORD_17440,CUST_04046,2025-11-20,No Longer Required,176550,refunded
RET_1759,ORD_17445,CUST_04046,2025-11-24,Bad Quality,16441,refund_in_process
RET_1760,ORD_17450,CUST_04047,2025-12-17,Damaged,525181,refunded
